time,open,high,low,close,tick_volume,spread,real_volume
2025-01-01 00:00:00,3334.97,3363.44,3333.29,3361.51,4415,180,0
2025-01-01 01:00:00,3361.51,3363.82,3340.23,3344.7,3572,180,0
2025-01-01 02:00:00,3344.7,3367.32,3344.13,3360.82,3416,180,0
2025-01-01 03:00:00,3360.82,3361.96,3348.52,3352.88,2597,180,0
2025-01-01 04:00:00,3352.88,3354.29,3336.55,3338.59,2384,180,0
2025-01-01 05:00:00,3338.59,3348.87,3337.78,3342.55,2174,180,0
2025-01-01 06:00:00,3342.55,3345.65,3333.25,3343.98,2601,180,0
2025-01-01 07:00:00,3343.98,3346.49,3336.77,3344.21,2049,180,0
2025-01-01 08:00:00,3344.21,3346.24,3328.47,3334.47,3536,180,0
2025-01-01 09:00:00,3334.47,3338.65,3311.1,3331.75,5414,180,0
2025-01-01 10:00:00,3331.98,3336.85,3323.6,3324.94,3178,180,0
2025-01-01 11:00:00,3324.94,3346.41,3321.46,3338.76,3413,180,0
2025-01-01 12:00:00,3338.76,3350.21,3335.69,3345.03,4615,180,0
2025-01-01 13:00:00,3345.03,3351.48,3329.11,3341.32,4440,180,0
2025-01-01 14:00:00,3341.36,3357.4,3325.08,3343.37,7180,180,0
2025-01-01 15:00:00,3343.37,3352.11,3330.04,3349.67,4880,180,0
2025-01-01 16:00:00,3349.7,3354.25,3328.36,3335.43,5361,180,0
2025-01-01 17:00:00,3335.43,3341.95,3319.16,3340.2,4170,180,0
2025-01-01 18:00:00,3340.2,3348.19,3330.21,3344.55,3534,180,0
2025-01-01 19:00:00,3344.55,3360.54,3334.62,3353.51,4988,180,0
2025-01-01 20:00:00,3353.51,3359.34,3348.56,3356.66,4010,180,0
2025-01-01 21:00:00,3356.66,3368.35,3349.74,3365.44,3698,180,0
2025-01-01 22:00:00,3365.44,3371.73,3355.86,3358.15,2287,180,0
2025-01-01 23:00:00,3358.15,3364.1,3349.6,3356.76,3932,180,0
2025-01-02 00:00:00,3356.76,3397.05,3351.01,3387.3,9091,180,0
2025-01-02 01:00:00,3387.22,3402.76,3375.83,3381.04,5759,180,0
2025-01-02 02:00:00,3381.04,3395.93,3375.04,3395.81,4267,180,0
2025-01-02 03:00:00,3395.81,3399.57,3384.41,3386.3,3144,180,0
2025-01-02 04:00:00,3386.3,3424.87,3385.47,3415.54,4910,180,0
2025-01-02 05:00:00,3415.54,3416.96,3402.23,3410.18,3723,180,0
2025-01-02 06:00:00,3410.18,3413.51,3399.45,3407.99,3428,180,0
2025-01-02 07:00:00,3407.99,3420.91,3406.41,3418.62,2699,180,0
2025-01-02 08:00:00,3418.62,3440.79,3412.42,3435.87,4417,180,0
2025-01-02 09:00:00,3435.87,3469.85,3431.93,3466.3,5894,180,0
2025-01-02 10:00:00,3466.3,3474.8,3455.64,3467.44,6098,180,0
2025-01-02 11:00:00,3467.44,3473.75,3455.08,3469.37,4662,180,0
2025-01-02 12:00:00,3469.42,3480.08,3464.25,3478.73,4575,180,0
2025-01-02 13:00:00,3479.02,3483.52,3457.96,3464.19,5387,180,0
2025-01-02 14:00:00,3464.19,3509.54,3438.86,3493.84,15624,180,0
2025-01-02 15:00:00,3493.83,3494.97,3454.63,3462.05,13231,180,0
2025-01-02 16:00:00,3462.05,3488.1,3446.85,3468.36,9919,180,0
2025-01-02 17:00:00,3468.36,3477.89,3427.86,3449.49,8560,180,0
2025-01-02 18:00:00,3449.49,3463.86,3438.74,3463.06,6816,180,0
2025-01-02 19:00:00,3463.06,3473.09,3456.71,3460.8,4834,180,0
2025-01-02 20:00:00,3460.8,3473.16,3448.86,3450.42,4322,180,0
2025-01-02 21:00:00,3450.42,3453.74,3440.25,3452.58,2704,180,0
2025-01-02 22:00:00,3452.58,3452.58,3419.43,3438.53,3040,180,0
2025-01-02 23:00:00,3438.53,3455.22,3435.33,3454.58,3041,180,0
2025-01-03 00:00:00,3454.58,3466.15,3445.44,3448.32,3554,180,0
2025-01-03 01:00:00,3448.32,3465.04,3441.27,3463.76,3928,180,0
2025-01-03 02:00:00,3463.76,3476.39,3456.59,3457.42,3418,180,0
2025-01-03 03:00:00,3457.18,3472.33,3455.33,3469.85,2376,180,0
2025-01-03 04:00:00,3469.84,3470.61,3455.94,3458.54,2949,180,0
2025-01-03 05:00:00,3458.54,3460.72,3443.52,3454.87,3229,180,0
2025-01-03 06:00:00,3454.87,3460.97,3441.0,3441.87,2848,180,0
2025-01-03 07:00:00,3441.87,3443.92,3431.17,3432.71,3590,180,0
2025-01-03 08:00:00,3432.81,3441.96,3421.68,3429.07,3697,180,0
2025-01-03 09:00:00,3429.07,3449.98,3428.06,3443.02,3646,180,0
2025-01-03 10:00:00,3443.02,3452.12,3437.75,3445.36,2904,180,0
2025-01-03 11:00:00,3445.36,3465.4,3445.36,3462.1,3745,180,0
2025-01-03 12:00:00,3462.1,3468.68,3453.72,3455.53,5651,180,0
2025-01-03 13:00:00,3455.52,3486.7,3454.71,3479.08,9284,180,0
2025-01-03 14:00:00,3479.08,3536.28,3478.79,3525.81,12773,180,0
2025-01-03 15:00:00,3525.99,3577.34,3518.45,3564.77,13406,180,0
2025-01-03 16:00:00,3564.77,3589.52,3564.76,3570.55,12087,180,0
2025-01-03 17:00:00,3570.55,3584.07,3563.42,3573.31,6710,180,0
2025-01-03 18:00:00,3573.31,3617.05,3572.31,3604.75,7379,180,0
2025-01-03 19:00:00,3604.75,3631.33,3601.6,3622.3,6419,180,0
2025-01-03 20:00:00,3622.3,3623.1,3599.48,3600.47,4907,180,0
2025-01-03 21:00:00,3600.47,3616.0,3594.47,3613.39,3676,180,0
2025-01-03 22:00:00,3613.39,3623.85,3609.18,3615.21,2755,180,0
2025-01-03 23:00:00,3615.21,3617.41,3603.17,3608.08,2433,180,0
2025-01-04 00:00:00,3608.08,3619.75,3600.76,3602.03,2773,180,0
2025-01-04 01:00:00,3602.03,3603.76,3581.77,3596.19,4056,180,0
2025-01-04 02:00:00,3596.19,3600.05,3582.6,3595.99,3368,180,0
